txn_id,customer_id,ticker,quantity,price,timestamp,txn_type
T68,C127,AMZN,1,-50,invalid_time,BUY
T69,C9999,NFLX,-3,200,invalid_time,SELL
T70,C9999,MSFT,5,-50,invalid_time,SELL
T71,C9999,META,1,300,invalid_time,BUY
T72,C9999,AMD,10,100,invalid_time,SELL
T73,C598,MSFT,5,-50,invalid_time,BUY
T74,C9999,GOOGL,1,-50,invalid_time,BUY
T75,C9999,MSFT,5,-50,2026-04-24 10:11:32.712157,SELL
T76,C9999,AMD,1,-50,2026-04-24 07:57:32.712157,SELL
T77,C9999,INTC,1,300,2026-04-24 10:31:32.712157,BUY
T78,C306,TSLA,1,300,invalid_time,BUY
T79,C732,TSLA,5,100,2026-04-24 04:30:32.712157,BUY
T80,C270,INTC,0,-50,2026-04-24 11:43:32.712157,SELL
T81,C9999,GOOGL,5,100,2026-04-24 11:38:32.712157,BUY
T82,C798,META,0,200,2026-04-23 23:29:32.712157,BUY
T83,C9999,AAPL,-3,100,invalid_time,SELL
T84,C656,INTC,1,300,2026-04-24 10:42:32.712157,SELL
T85,C9999,MSFT,10,200,invalid_time,BUY
T86,C9999,AMZN,10,300,2026-04-24 09:04:32.712157,BUY
T87,C707,AMZN,-3,300,invalid_time,BUY
T88,C9999,MSFT,5,200,invalid_time,BUY
T89,C717,GOOGL,10,200,invalid_time,SELL
T90,C9999,NFLX,-3,100,2026-04-24 04:35:32.712157,BUY
T91,C9999,NVDA,-3,200,invalid_time,BUY
T92,C9999,GOOGL,5,100,2026-04-23 21:11:32.712157,SELL
T93,C9999,GOOGL,0,-50,2026-04-24 00:32:32.712157,BUY
T94,C9999,NVDA,-3,300,invalid_time,SELL
T95,C9999,MSFT,5,100,2026-04-24 10:54:32.712157,SELL
T96,C9999,AMD,5,-50,2026-04-24 12:01:32.712157,SELL
T97,C9999,AMZN,0,200,2026-04-24 03:09:32.712157,BUY
T98,C9999,AMZN,1,100,invalid_time,SELL
T99,C845,AAPL,1,300,2026-04-24 06:13:32.712157,BUY
T100,C927,TSLA,-3,300,invalid_time,BUY
T101,C9999,NVDA,-3,100,2026-04-23 20:50:32.712157,SELL
T102,C729,NFLX,-3,300,2026-04-23 23:31:32.712157,SELL
T103,C572,AMZN,-3,300,invalid_time,SELL
T104,C9999,AMZN,0,-50,invalid_time,SELL
T105,C9999,AMD,5,200,2026-04-24 09:26:32.712157,SELL
T106,C9999,AMD,1,200,invalid_time,BUY
T107,C9999,GOOGL,1,-50,invalid_time,BUY
T108,C9999,AMD,1,300,invalid_time,BUY
T109,C9999,TSLA,0,300,invalid_time,SELL
T110,C466,AMD,1,-50,2026-04-24 07:02:32.712157,BUY
T111,C627,TSLA,0,200,2026-04-24 02:43:32.712157,SELL
T112,C892,AAPL,-3,100,2026-04-24 01:42:32.712157,BUY
T113,C492,MSFT,0,100,invalid_time,BUY
T114,C664,NVDA,-3,-50,2026-04-24 02:13:32.712157,SELL
T115,C9999,AMD,0,300,2026-04-24 02:43:32.712157,SELL
T116,C9999,META,5,200,invalid_time,BUY
T117,C9999,INTC,0,300,invalid_time,BUY
T118,C528,TSLA,1,100,2026-04-23 21:44:32.712157,SELL
T119,C202,AAPL,10,100,2026-04-24 02:09:32.712157,BUY
T120,C532,META,-3,200,invalid_time,SELL
T121,C9999,MSFT,1,300,invalid_time,SELL
T122,C480,AAPL,1,300,2026-04-24 04:17:32.712157,SELL
T123,C317,META,10,200,2026-04-24 06:55:32.712157,BUY
T124,C911,MSFT,-3,200,invalid_time,BUY
T125,C9999,META,10,200,invalid_time,BUY
T126,C9999,MSFT,-3,-50,2026-04-24 05:33:32.712157,BUY
T127,C633,GOOGL,0,100,2026-04-23 23:43:32.712157,SELL
T128,C869,AMZN,1,300,invalid_time,BUY
T129,C9999,NFLX,0,100,2026-04-23 23:33:32.712157,SELL
T130,C9999,INTC,1,200,2026-04-23 20:04:32.712157,SELL
T131,C663,NFLX,-3,-50,invalid_time,BUY
T132,C827,AAPL,10,100,2026-04-23 23:39:32.712157,SELL
T133,C9999,META,-3,-50,invalid_time,SELL
T134,C481,INTC,1,100,2026-04-23 21:42:32.712157,BUY
T135,C9999,NFLX,5,100,2026-04-24 08:26:32.712157,SELL
T136,C991,AMD,10,100,invalid_time,BUY
T137,C9999,AMD,-3,-50,invalid_time,BUY
T138,C9999,MSFT,0,-50,2026-04-23 22:11:32.712157,BUY
T139,C889,MSFT,10,300,invalid_time,BUY
T140,C478,GOOGL,0,200,2026-04-24 08:36:32.712157,SELL
T141,C9999,AMD,-3,100,2026-04-24 05:25:32.712157,BUY
T142,C545,META,0,200,2026-04-24 09:25:32.712157,SELL
T143,C9999,AMZN,-3,-50,2026-04-23 23:25:32.712157,BUY
T144,C987,INTC,1,200,2026-04-24 11:26:32.712157,SELL
T145,C9999,AAPL,10,100,invalid_time,BUY
T146,C9999,MSFT,-3,300,2026-04-24 04:45:32.712157,BUY
T147,C9999,NFLX,0,200,2026-04-23 23:16:32.712157,BUY
T148,C744,TSLA,0,200,invalid_time,BUY
T149,C9999,NVDA,-3,-50,2026-04-24 11:49:32.712157,BUY
T150,C71,AMZN,1,200,2026-04-24 02:25:32.712157,BUY
T151,C344,NVDA,0,300,invalid_time,BUY
T152,C408,NVDA,1,300,2026-04-23 23:47:32.712157,BUY
T153,C890,AAPL,10,300,invalid_time,SELL
T154,C810,GOOGL,-3,200,2026-04-23 20:09:32.712157,BUY
T155,C371,TSLA,10,-50,invalid_time,BUY
T156,C584,META,1,200,2026-04-24 02:30:32.712157,BUY
T157,C9999,MSFT,1,200,invalid_time,BUY
T158,C9999,INTC,10,300,2026-04-23 21:54:32.712157,BUY
T159,C9999,GOOGL,1,-50,invalid_time,SELL
T160,C441,AMD,-3,100,2026-04-24 07:18:32.712157,BUY
T161,C9999,AAPL,-3,200,2026-04-24 10:47:32.712157,BUY
T162,C9999,META,-3,-50,2026-04-24 05:50:32.712157,SELL
T163,C9999,GOOGL,1,100,invalid_time,SELL
T164,C9999,AAPL,0,-50,invalid_time,BUY
T165,C938,AMZN,10,300,2026-04-24 04:05:32.712157,SELL
T166,C89,GOOGL,0,-50,invalid_time,SELL
T167,C9999,AMD,1,200,2026-04-24 12:08:32.712157,BUY
T168,C9999,AAPL,1,300,2026-04-24 03:19:32.712157,BUY
T169,C9999,NVDA,1,-50,2026-04-23 21:30:32.712157,SELL
T170,C214,META,5,200,invalid_time,SELL
T171,C9999,META,-3,-50,invalid_time,SELL
T172,C710,MSFT,5,200,2026-04-23 22:37:32.712157,BUY
T173,C790,AMZN,10,-50,invalid_time,SELL
T174,C9999,AMZN,-3,200,2026-04-24 03:09:32.712157,SELL
T175,C9999,INTC,1,300,invalid_time,SELL
T176,C561,META,10,300,invalid_time,SELL
T177,C9999,META,0,-50,2026-04-24 01:06:32.712157,SELL
T178,C805,META,5,100,invalid_time,SELL
T179,C9999,META,-3,100,invalid_time,BUY
T180,C9999,META,1,-50,2026-04-24 03:58:32.712157,SELL
T181,C140,INTC,0,-50,2026-04-24 12:10:32.712157,SELL
T182,C9999,TSLA,-3,-50,invalid_time,SELL
T183,C120,AAPL,1,200,2026-04-23 21:19:32.712157,BUY
T184,C9999,MSFT,10,100,2026-04-23 19:47:32.712157,SELL
T185,C584,GOOGL,1,200,2026-04-24 10:30:32.712157,SELL
T186,C9999,GOOGL,10,300,2026-04-24 03:30:32.712157,BUY
T187,C417,MSFT,0,300,2026-04-23 23:14:32.712157,BUY
T188,C459,NFLX,1,100,2026-04-24 07:50:32.712157,BUY
T189,C585,GOOGL,5,200,invalid_time,BUY
T190,C200,MSFT,5,-50,2026-04-23 21:43:32.712157,SELL
T191,C732,MSFT,10,200,invalid_time,BUY
T192,C9999,AMZN,10,-50,2026-04-24 08:00:32.712157,BUY
T193,C9999,INTC,0,200,2026-04-24 04:56:32.712157,SELL
T194,C715,AMZN,0,200,invalid_time,SELL
T195,C590,NFLX,0,300,2026-04-24 06:46:32.712157,BUY
T196,C9999,GOOGL,1,100,2026-04-24 07:47:32.712157,BUY
T197,C246,MSFT,1,100,invalid_time,SELL
T198,C9999,NFLX,0,-50,invalid_time,BUY
T199,C9999,NVDA,10,-50,invalid_time,BUY
T200,C466,AAPL,10,200,2026-04-24 06:19:32.712157,BUY
T201,C68,AMD,0,200,invalid_time,BUY
T202,C475,AMD,5,200,invalid_time,BUY
T203,C654,META,5,100,invalid_time,BUY
T204,C9999,AAPL,0,300,2026-04-24 00:40:32.712157,BUY
T205,C803,NVDA,10,200,invalid_time,SELL
T206,C9999,MSFT,10,-50,invalid_time,SELL
T207,C9999,AAPL,1,200,invalid_time,BUY
T208,C462,TSLA,1,-50,invalid_time,SELL
T209,C9999,TSLA,5,100,2026-04-23 21:51:32.712157,SELL
T210,C9999,NVDA,5,100,2026-04-24 07:03:32.712157,BUY
T211,C93,AAPL,-3,100,invalid_time,SELL
T212,C73,NFLX,-3,300,invalid_time,BUY
T213,C707,INTC,5,100,invalid_time,BUY
T214,C15,TSLA,-3,100,invalid_time,BUY
T215,C535,NVDA,1,100,invalid_time,BUY
T216,C513,AAPL,0,100,2026-04-24 03:14:32.712157,BUY
T217,C9999,GOOGL,-3,-50,invalid_time,BUY
T218,C29,INTC,5,300,invalid_time,SELL
T219,C81,GOOGL,-3,100,invalid_time,SELL
T220,C124,AMZN,0,-50,invalid_time,BUY
T221,C91,MSFT,0,100,2026-04-24 05:57:32.712157,BUY
T222,C48,AMD,5,200,2026-04-23 20:32:32.712157,SELL
T223,C519,AMZN,-3,100,invalid_time,SELL
T224,C903,MSFT,-3,200,2026-04-24 11:15:32.712157,SELL
T225,C80,NFLX,5,100,2026-04-23 20:45:32.712157,BUY
T226,C9999,TSLA,10,300,invalid_time,BUY
T227,C857,GOOGL,5,100,2026-04-24 11:39:32.712157,BUY
T228,C9999,NVDA,-3,100,invalid_time,SELL
T229,C494,TSLA,1,100,2026-04-24 05:45:32.712157,BUY
T230,C731,AMZN,5,300,invalid_time,SELL
T231,C9999,AMZN,0,200,2026-04-23 21:24:32.712157,SELL
T232,C9999,GOOGL,0,-50,invalid_time,BUY
T233,C935,AMD,0,-50,2026-04-24 09:30:32.712157,SELL
T234,C9999,META,0,200,2026-04-24 06:19:32.712157,SELL
T235,C9999,AMZN,5,200,invalid_time,BUY
T236,C9999,TSLA,0,200,2026-04-24 09:01:32.712157,BUY
T237,C9999,AMD,0,200,2026-04-24 02:59:32.712157,BUY
T238,C664,TSLA,10,100,2026-04-24 10:42:32.712157,BUY
T239,C9999,INTC,5,-50,2026-04-24 11:20:32.712157,SELL
T240,C9999,AMZN,5,200,invalid_time,BUY
T241,C49,AMZN,5,300,2026-04-24 03:59:32.712157,SELL
T242,C9999,NFLX,-3,200,2026-04-23 21:57:32.712157,SELL
T243,C9999,GOOGL,5,100,invalid_time,BUY
T244,C223,AMD,10,-50,2026-04-24 02:37:32.712157,SELL
T245,C9999,GOOGL,1,300,invalid_time,SELL
T246,C9999,GOOGL,-3,-50,invalid_time,BUY
T247,C768,AAPL,5,100,invalid_time,SELL
T248,C827,TSLA,5,100,invalid_time,BUY
T249,C9999,TSLA,0,200,2026-04-24 09:46:32.712157,SELL
T250,C154,MSFT,5,-50,invalid_time,BUY
T251,C599,TSLA,1,300,invalid_time,BUY
T252,C9999,AMZN,-3,300,2026-04-24 09:15:32.712157,SELL
T253,C9999,AAPL,10,-50,2026-04-23 20:53:32.712157,BUY
T254,C541,TSLA,1,-50,2026-04-24 04:44:32.712157,BUY
T255,C9999,META,5,300,invalid_time,SELL
T256,C725,INTC,0,200,invalid_time,BUY
T257,C278,TSLA,-3,-50,2026-04-24 06:14:32.712157,SELL
T258,C826,TSLA,5,100,2026-04-24 09:30:32.712157,SELL
T259,C9999,INTC,1,100,2026-04-24 03:14:32.712157,SELL
T260,C9999,AMZN,10,200,2026-04-23 23:46:32.712157,BUY
T261,C206,AMD,5,100,2026-04-24 05:59:32.712157,SELL
T262,C90,MSFT,1,100,invalid_time,BUY
T263,C9999,INTC,5,100,2026-04-24 09:56:32.712157,BUY
T264,C484,NVDA,1,300,2026-04-24 11:40:32.712157,BUY
T265,C833,NFLX,5,300,invalid_time,BUY
T266,C828,GOOGL,-3,100,invalid_time,SELL
T267,C9999,GOOGL,10,200,2026-04-24 04:17:32.712157,SELL
T268,C9999,AMZN,1,300,2026-04-24 11:21:32.712157,SELL
T269,C9999,META,0,-50,invalid_time,SELL
T270,C164,TSLA,-3,-50,2026-04-23 23:08:32.712157,SELL
T271,C9999,NFLX,10,300,2026-04-23 21:30:32.712157,BUY
T272,C311,GOOGL,-3,200,invalid_time,SELL
T273,C869,MSFT,1,100,invalid_time,BUY
T274,C331,AMZN,0,300,invalid_time,SELL
T275,C9999,META,0,300,invalid_time,SELL
T276,C9999,META,5,300,invalid_time,SELL
T277,C9999,MSFT,10,200,2026-04-24 09:40:32.712157,BUY
T278,C9999,INTC,10,100,2026-04-23 22:32:32.712157,BUY
T279,C9999,MSFT,10,200,invalid_time,BUY
T280,C78,AAPL,10,200,2026-04-24 01:54:32.712157,SELL
T281,C9999,INTC,-3,-50,2026-04-24 05:47:32.712157,BUY
T282,C9999,NVDA,1,300,invalid_time,SELL
T283,C9999,AAPL,5,200,invalid_time,SELL
T284,C9999,NFLX,5,300,2026-04-24 07:32:32.712157,BUY
T285,C736,MSFT,10,200,invalid_time,SELL
T286,C9999,AAPL,5,-50,2026-04-24 11:07:32.712157,BUY
T287,C9999,GOOGL,-3,300,invalid_time,BUY
T288,C277,AAPL,0,200,2026-04-24 03:52:32.712157,SELL
T289,C354,META,-3,300,invalid_time,SELL
T290,C9999,META,1,300,2026-04-24 11:30:32.712157,SELL
T291,C9999,MSFT,10,-50,invalid_time,SELL
T292,C345,AAPL,5,-50,2026-04-24 09:10:32.712157,BUY
T293,C9999,AAPL,10,-50,2026-04-24 05:13:32.712157,BUY
T294,C118,GOOGL,-3,100,2026-04-23 23:30:32.712157,SELL
T295,C756,AMD,10,-50,2026-04-23 20:55:32.712157,BUY
T296,C150,NFLX,5,-50,2026-04-24 08:36:32.712157,BUY
T297,C9999,MSFT,0,300,invalid_time,SELL
T298,C9999,AMD,10,100,2026-04-24 07:20:32.712157,BUY
T299,C910,TSLA,-3,-50,2026-04-24 11:38:32.712157,SELL
T300,C9999,GOOGL,5,300,invalid_time,BUY
T301,C934,MSFT,10,100,2026-04-24 03:07:32.712157,SELL
T302,C9999,MSFT,-3,100,2026-04-24 01:03:32.712157,SELL
T303,C889,NFLX,1,-50,2026-04-24 02:33:32.712157,SELL
T304,C9999,NVDA,5,200,invalid_time,BUY
T305,C23,GOOGL,1,-50,2026-04-23 21:47:32.712157,BUY
T306,C9999,NFLX,5,300,invalid_time,BUY
T307,C567,NFLX,1,300,2026-04-23 20:46:32.712157,BUY
T308,C9999,AMD,-3,300,invalid_time,SELL
T309,C737,AAPL,1,100,invalid_time,BUY
T310,C9999,NVDA,1,300,2026-04-24 03:46:32.712157,SELL
T311,C9999,INTC,10,-50,invalid_time,BUY
T312,C9999,INTC,-3,-50,2026-04-24 05:51:32.712157,BUY
T313,C525,AMZN,1,100,invalid_time,BUY
T314,C9999,NFLX,1,-50,invalid_time,BUY
T315,C426,META,5,300,2026-04-23 21:36:32.712157,BUY
T316,C651,MSFT,10,200,invalid_time,BUY
T317,C903,AAPL,0,200,2026-04-23 21:38:32.712157,BUY
T318,C9999,INTC,0,-50,invalid_time,SELL
T319,C9999,GOOGL,10,200,invalid_time,SELL
T320,C9999,MSFT,0,-50,2026-04-23 21:29:32.712157,SELL
T321,C9999,NVDA,0,100,2026-04-24 02:31:32.712157,SELL
T322,C592,AMZN,1,-50,invalid_time,SELL
T323,C9999,MSFT,5,200,invalid_time,SELL
T324,C9999,MSFT,-3,300,2026-04-24 03:23:32.712157,SELL
T325,C9999,GOOGL,0,-50,2026-04-24 05:34:32.712157,BUY
T326,C238,MSFT,1,100,2026-04-24 07:58:32.712157,BUY
T327,C860,AMZN,5,-50,2026-04-24 03:04:32.712157,BUY
T328,C9999,AMZN,5,300,2026-04-24 00:06:32.712157,BUY
T329,C9999,MSFT,1,200,invalid_time,BUY
T330,C9999,MSFT,0,200,2026-04-24 01:41:32.712157,BUY
T331,C356,TSLA,1,-50,invalid_time,SELL
T332,C372,GOOGL,1,-50,invalid_time,BUY
T333,C9999,META,0,300,2026-04-24 07:58:32.712157,BUY
T334,C694,NVDA,0,100,invalid_time,BUY
T335,C9999,TSLA,0,200,invalid_time,BUY
T336,C9999,AAPL,10,200,2026-04-23 20:47:32.712157,BUY
T337,C881,TSLA,10,200,invalid_time,BUY
T338,C9999,MSFT,-3,300,invalid_time,BUY
T339,C816,GOOGL,-3,200,2026-04-24 11:56:32.712157,BUY
T340,C9999,NVDA,-3,100,2026-04-24 06:59:32.712157,BUY
T341,C9999,NFLX,-3,300,2026-04-24 09:02:32.712157,BUY
T342,C158,INTC,0,200,2026-04-23 21:26:32.712157,SELL
T343,C9999,META,5,200,2026-04-24 00:59:32.712157,BUY
T344,C9999,NFLX,5,100,invalid_time,SELL
T345,C9999,AMD,-3,200,invalid_time,SELL
T346,C9999,AMZN,10,100,invalid_time,SELL
T347,C9999,AAPL,0,-50,2026-04-24 04:29:32.712157,BUY
T348,C9999,AMD,0,200,invalid_time,SELL
T349,C990,META,-3,-50,2026-04-24 02:57:32.712157,BUY
T350,C9999,NVDA,-3,-50,2026-04-24 00:34:32.712157,BUY
T351,C153,NVDA,-3,200,2026-04-24 08:54:32.712157,BUY
T352,C401,INTC,-3,-50,2026-04-24 11:39:32.712157,SELL
T353,C9999,META,-3,300,invalid_time,SELL
T354,C910,GOOGL,1,100,2026-04-24 07:46:32.712157,SELL
T355,C110,GOOGL,0,-50,invalid_time,SELL
T356,C766,AAPL,-3,-50,2026-04-24 07:30:32.712157,BUY
T357,C719,NFLX,10,100,invalid_time,SELL
T358,C105,GOOGL,5,-50,2026-04-24 04:04:32.712157,BUY
T359,C9999,INTC,10,200,invalid_time,SELL
T360,C9999,TSLA,5,300,invalid_time,SELL
T361,C9999,AMD,10,100,2026-04-23 22:27:32.712157,BUY
T362,C9999,GOOGL,10,100,invalid_time,BUY
T363,C495,TSLA,10,100,invalid_time,BUY
T364,C9999,INTC,5,100,2026-04-23 20:32:32.712157,BUY
T365,C986,AMD,5,100,2026-04-23 22:00:32.712157,BUY
T366,C9999,AMZN,-3,100,2026-04-24 06:46:32.712157,SELL
T367,C9999,NVDA,5,100,2026-04-23 21:48:32.712157,SELL
T368,C9999,AMZN,-3,-50,2026-04-24 08:20:32.712157,SELL
T369,C161,AMD,0,100,2026-04-24 03:59:32.712157,SELL
T370,C519,AAPL,-3,200,2026-04-23 20:28:32.712157,BUY
T371,C565,MSFT,1,200,2026-04-23 20:33:32.712157,BUY
T372,C978,AAPL,5,-50,invalid_time,SELL
T373,C9999,NFLX,0,200,2026-04-24 07:19:32.712157,BUY
T374,C9999,TSLA,10,200,2026-04-23 20:26:32.712157,BUY
T375,C9999,MSFT,-3,200,2026-04-24 05:13:32.712157,BUY
T376,C556,NFLX,-3,200,2026-04-24 01:56:32.712157,BUY
T377,C684,NFLX,0,100,invalid_time,SELL
T378,C9999,AMD,0,-50,2026-04-24 09:54:32.712157,SELL
T379,C9999,META,10,100,invalid_time,SELL
T380,C96,TSLA,1,300,invalid_time,SELL
T381,C9999,NVDA,10,200,2026-04-23 23:27:32.712157,BUY
T382,C9999,AAPL,-3,200,2026-04-24 02:48:32.712157,BUY
T383,C869,INTC,1,-50,2026-04-24 03:21:32.712157,BUY
T384,C9999,AMZN,5,200,2026-04-24 00:52:32.712157,BUY
T385,C325,META,5,-50,invalid_time,BUY
T386,C9999,AAPL,-3,-50,2026-04-24 06:18:32.712157,BUY
T387,C9999,META,5,100,invalid_time,BUY
T388,C27,AMZN,1,-50,2026-04-23 21:39:32.712157,BUY
T389,C9999,TSLA,0,100,2026-04-24 02:38:32.712157,SELL
T390,C753,AAPL,-3,-50,invalid_time,BUY
T391,C893,AMZN,0,-50,invalid_time,SELL
T392,C9999,NFLX,1,300,2026-04-24 08:24:32.712157,BUY
T393,C101,GOOGL,10,200,2026-04-23 22:40:32.712157,BUY
T394,C9999,META,5,100,2026-04-23 21:37:32.712157,SELL
T395,C9999,AMD,0,300,2026-04-23 22:17:32.712157,SELL
T396,C870,MSFT,-3,200,2026-04-24 08:50:32.712157,SELL
T397,C9999,AMD,0,300,2026-04-24 08:08:32.712157,BUY
T398,C306,META,-3,200,2026-04-24 07:55:32.712157,BUY
T399,C9999,AAPL,0,300,2026-04-23 23:37:32.712157,SELL
T400,C9999,META,1,200,2026-04-24 02:34:32.712157,BUY
T401,C9999,META,10,-50,2026-04-24 04:36:32.712157,SELL
T402,C9999,INTC,1,200,2026-04-24 04:05:32.712157,BUY
T403,C329,AMD,1,-50,invalid_time,BUY
T404,C216,AMZN,0,-50,invalid_time,SELL
T405,C362,AMD,-3,300,invalid_time,BUY
T406,C9999,NVDA,5,200,invalid_time,SELL
T407,C209,INTC,0,100,invalid_time,SELL
T408,C828,GOOGL,-3,300,invalid_time,BUY
T409,C9999,MSFT,0,-50,2026-04-24 08:10:32.712157,BUY
T410,C9999,META,-3,200,2026-04-24 03:23:32.712157,SELL
T411,C195,AAPL,0,100,2026-04-24 11:37:32.712157,BUY
T412,C9999,NVDA,10,300,invalid_time,BUY
T413,C9999,GOOGL,-3,100,invalid_time,SELL
T414,C9999,MSFT,0,300,invalid_time,SELL
T415,C428,MSFT,1,300,invalid_time,BUY
T416,C9999,NFLX,0,100,invalid_time,BUY
T417,C541,AAPL,1,200,invalid_time,BUY
T418,C605,AMD,5,-50,2026-04-24 00:49:32.712157,BUY
T419,C9999,AAPL,10,-50,invalid_time,BUY
T420,C9999,META,-3,300,2026-04-24 06:40:32.712157,SELL
T421,C9999,TSLA,10,-50,2026-04-23 19:46:32.712157,BUY
T422,C9999,AMZN,0,-50,invalid_time,BUY
T423,C361,AAPL,0,300,invalid_time,SELL
T424,C9999,AMD,1,100,2026-04-24 02:10:32.712157,BUY
T425,C222,TSLA,1,200,invalid_time,BUY
T426,C9999,AMZN,1,-50,invalid_time,SELL
T427,C579,AAPL,0,100,invalid_time,BUY
T428,C652,NFLX,10,-50,invalid_time,SELL
T429,C378,GOOGL,1,-50,2026-04-24 02:54:32.712157,SELL
T430,C9999,NFLX,0,200,2026-04-24 09:42:32.712157,BUY
T431,C9999,AMD,0,300,2026-04-24 00:25:32.712157,SELL
T432,C353,AAPL,10,300,invalid_time,BUY
T433,C838,NFLX,1,100,invalid_time,BUY
T434,C107,AMZN,-3,300,2026-04-24 04:46:32.712157,BUY
T435,C9999,MSFT,-3,300,invalid_time,SELL
T436,C9999,AMD,-3,100,2026-04-24 04:57:32.712157,BUY
T437,C9999,AMD,0,-50,invalid_time,SELL
T438,C744,NFLX,5,-50,2026-04-24 10:55:32.712157,SELL
T439,C279,META,0,100,invalid_time,BUY
T440,C765,NFLX,0,200,2026-04-24 06:46:32.712157,BUY
T441,C9999,AMZN,-3,300,invalid_time,BUY
T442,C188,META,-3,-50,2026-04-23 23:37:32.712157,BUY
T443,C511,GOOGL,0,200,invalid_time,BUY
T444,C9999,AMD,0,100,2026-04-24 01:44:32.712157,SELL
T445,C699,NVDA,-3,300,2026-04-24 11:25:32.712157,BUY
T446,C952,NVDA,-3,300,invalid_time,SELL
T447,C9999,INTC,5,300,invalid_time,SELL
T448,C807,INTC,0,200,invalid_time,BUY
T449,C9999,INTC,0,200,2026-04-24 08:19:32.712157,BUY
