customer_id,ticker,quantity
C956,MSFT,20
C727,MSFT,10
C128,GOOGL,20
C739,NFLX,10
C761,GOOGL,-10
C232,AMZN,5
C476,NVDA,5
C1,MSFT,5
C935,AMD,20
C908,TSLA,-10
C243,AMZN,5
C825,META,10
C437,MSFT,5
C279,GOOGL,10
C92,TSLA,-10
C44,AMD,-10
C787,NFLX,-10
C132,AMD,20
C408,MSFT,10
C406,AMZN,10
C105,NFLX,10
C240,NFLX,10
C249,INTC,20
C22,AAPL,20
C944,MSFT,5
C135,AMZN,20
C444,INTC,10
C489,NFLX,-10
C390,META,-10
C961,AAPL,5
C446,INTC,5
C62,FAKE,10
C5,MSFT,-10
C362,FAKE,5
C394,AMD,-10
C432,INTC,5
C379,FAKE,10
C498,NVDA,10
C770,MSFT,10
C216,GOOGL,20
C930,INTC,5
C701,MSFT,10
C652,TSLA,5
C865,INTC,10
C373,FAKE,5
C151,GOOGL,5
C970,NFLX,5
C49,FAKE,10
C971,NFLX,5
C669,GOOGL,10
C843,META,5
C197,INTC,5
C195,FAKE,5
C616,NFLX,10
C601,META,-10
C592,INTC,-10
C302,FAKE,5
C949,META,20
C633,FAKE,20
C501,INTC,20
C478,META,-10
C350,FAKE,-10
C983,FAKE,-10
C690,FAKE,5
C152,TSLA,-10
C450,MSFT,20
C270,AAPL,10
C392,GOOGL,20
C140,AMZN,10
C771,FAKE,5
C606,AMD,-10
C94,NVDA,-10
C93,AMZN,10
C244,MSFT,10
C135,AAPL,-10
C778,NFLX,-10
C784,NFLX,20
C594,GOOGL,10
C152,META,10
C785,TSLA,-10
C578,INTC,10
C772,NVDA,20
C916,GOOGL,10
C567,GOOGL,10
C500,INTC,20
C999,NFLX,20
C851,MSFT,10
C989,GOOGL,20
C684,FAKE,20
C998,NVDA,5
C194,AMD,20
C121,NVDA,-10
C886,AMZN,10
C54,META,-10
C976,MSFT,20
C767,NFLX,10
C848,AMD,20
C762,META,20
C648,META,-10
C16,MSFT,20
C442,TSLA,20
C37,AMZN,20
C27,AAPL,10
C995,MSFT,20
C980,GOOGL,-10
C853,NFLX,5
C115,AMD,10
C324,NFLX,5
C633,MSFT,5
C700,GOOGL,10
C2,AMZN,-10
C969,AMD,10
C500,MSFT,-10
C882,FAKE,10
C558,META,-10
C167,META,20
C65,AMD,5
C982,TSLA,20
C392,GOOGL,10
C774,MSFT,5
C672,AMD,10
C923,GOOGL,5
C159,MSFT,20
C985,GOOGL,10
C278,INTC,20
C782,NFLX,20
C437,AMZN,-10
C929,FAKE,20
C856,NFLX,-10
C561,GOOGL,20
C689,NVDA,5
C111,INTC,10
C767,FAKE,10
C179,AMD,5
C677,NFLX,-10
C665,GOOGL,5
C35,AAPL,-10
C682,NVDA,5
C76,TSLA,10
C120,MSFT,10
C43,AAPL,-10
C682,INTC,20
C798,FAKE,20
C731,MSFT,20
C902,META,-10
C847,FAKE,10
C755,AMD,20
C896,META,20
C263,NFLX,-10
C825,TSLA,5
C905,AMZN,10
C583,META,5
C733,NFLX,-10
C189,NVDA,-10
C455,MSFT,10
C966,TSLA,-10
C982,NVDA,-10
C357,TSLA,-10
C43,META,20
C221,INTC,5
C14,AMD,5
C867,META,10
C841,TSLA,10
C238,MSFT,-10
C74,NVDA,10
C795,AMZN,20
C35,NFLX,10
C430,META,10
C268,NVDA,20
C224,AAPL,20
C132,FAKE,5
C943,AMD,-10
C820,TSLA,20
C732,NFLX,10
C333,AMD,-10
C87,AAPL,10
C432,AMD,20
C672,TSLA,10
C870,NVDA,10
C274,NFLX,5
C40,AMD,20
C804,GOOGL,10
C515,TSLA,5
C512,MSFT,-10
C602,FAKE,5
C441,AMZN,20
C551,NVDA,5
C31,AMZN,10
C343,NFLX,20
C198,INTC,5
C990,NFLX,-10
C291,AMD,20
C288,AAPL,10
C119,META,-10
C795,AMD,-10
C635,TSLA,-10
C459,NFLX,10
C209,NFLX,10
C265,INTC,5
C913,META,5
C367,AMD,20
C260,NFLX,20
C420,AMZN,-10
C17,AAPL,-10
C40,META,20
C648,MSFT,10
C818,NVDA,10
C949,NVDA,-10
C11,GOOGL,20
C345,AMD,20
C919,AMZN,20
C711,AMZN,20
C434,NFLX,10
C566,INTC,-10
C168,INTC,-10
C423,INTC,10
C847,AMZN,20
C757,AAPL,-10
C375,MSFT,-10
C255,INTC,20
C591,TSLA,5
C524,META,-10
C990,NVDA,5
C852,AMZN,10
C972,AMD,10
C969,META,5
C303,GOOGL,-10
C709,INTC,20
C658,TSLA,10
C888,INTC,20
C924,GOOGL,5
C418,MSFT,5
C24,FAKE,5
C331,NVDA,5
C144,AMZN,-10
C360,MSFT,5
C861,INTC,5
C418,NVDA,20
C361,GOOGL,-10
C849,AMD,20
C573,AMZN,-10
C171,AAPL,20
C812,AMZN,20
C41,AMD,20
C496,GOOGL,10
C294,MSFT,5
C185,GOOGL,5
C922,AAPL,20
C451,AMZN,10
C387,TSLA,-10
C295,AMZN,-10
C779,INTC,10
C839,NVDA,-10
C791,INTC,5
C614,INTC,20
C753,MSFT,5
C196,INTC,10
C14,NFLX,20
C863,GOOGL,10
C425,MSFT,5
C369,GOOGL,10
C370,GOOGL,10
C583,FAKE,5
C711,AMZN,10
C188,MSFT,10
C114,FAKE,5
C368,TSLA,20
C365,NFLX,-10
C511,MSFT,20
C692,GOOGL,20
C901,META,10
C220,FAKE,5
C489,NVDA,5
C185,INTC,-10
C54,NVDA,5
C564,AAPL,5
C567,AAPL,5
C47,FAKE,5
C271,NVDA,5
C279,INTC,-10
C309,AMZN,20
C373,NFLX,5
C924,INTC,5
C66,MSFT,10
C750,AAPL,5
C813,TSLA,10
C783,META,20
C966,AMZN,-10
C439,NVDA,10
C425,TSLA,10
C792,TSLA,5
C531,TSLA,10
C917,AMZN,5
C508,NFLX,5
C38,AAPL,5
C681,FAKE,10
C405,GOOGL,-10
C129,AMD,-10
C425,GOOGL,-10
C552,NFLX,10
C350,FAKE,5
C112,AMD,20
C884,AMZN,-10
C5,AAPL,20
C938,GOOGL,5
C519,NFLX,5
C746,INTC,-10
C903,NVDA,5
C820,TSLA,-10
C641,MSFT,-10
C948,NFLX,20
C196,NVDA,20
C876,INTC,-10
C330,AAPL,20
C220,INTC,-10
C85,META,5
C135,INTC,10
C543,AAPL,5
C53,MSFT,5
C338,MSFT,10
C828,NVDA,10
C946,GOOGL,10
C61,AMZN,5
C901,INTC,-10
C119,MSFT,10
C653,AMZN,10
C544,NVDA,10
C276,AMD,-10
C729,AAPL,5
C457,AMD,20
C691,INTC,-10
C512,INTC,20
C662,AMD,10
C638,GOOGL,20
C201,NFLX,5
C643,AAPL,-10
C7,AMD,5
C654,AAPL,20
C249,AMZN,5
C100,META,20
C414,AMD,20
C754,FAKE,20
C752,GOOGL,10
C805,MSFT,10
C715,AAPL,-10
C883,GOOGL,-10
C970,TSLA,5
C51,AMZN,-10
C851,NVDA,5
C790,MSFT,-10
C741,GOOGL,-10
C554,MSFT,20
C667,MSFT,-10
C808,AMD,10
C973,MSFT,5
C925,META,20
C226,AMD,20
C183,AMZN,20
C605,AAPL,20
C196,AAPL,10
C375,NFLX,-10
C505,TSLA,-10
C757,INTC,20
C974,META,5
C875,FAKE,-10
C539,FAKE,5
C924,MSFT,5
C557,FAKE,20
C896,INTC,5
C700,MSFT,-10
C205,NFLX,5
C267,FAKE,5
C271,FAKE,-10
C256,MSFT,20
C145,GOOGL,10
C217,FAKE,5
C463,AAPL,20
C168,AAPL,5
C937,AAPL,10
C424,NVDA,10
C835,MSFT,-10
C232,AMD,-10
C612,AMD,10
C14,AMD,-10
C968,FAKE,10
C620,META,5
C591,GOOGL,20
C6,NFLX,-10
C293,NFLX,10
C954,FAKE,20
C382,GOOGL,10
C607,GOOGL,10
C198,AMD,5
C836,META,20
C77,FAKE,-10
C768,GOOGL,-10
C711,NVDA,20
C939,AMD,10
C395,NFLX,5
C836,AMZN,-10
C521,META,-10
C471,AAPL,5
C632,AMD,-10
C624,FAKE,5
C683,NFLX,10
C51,AMD,20
C115,GOOGL,10
C931,AMZN,20
C118,MSFT,5
C633,GOOGL,10
C340,NVDA,10
C123,FAKE,20
C363,MSFT,-10
C853,INTC,-10
C464,AMZN,20
C492,AAPL,-10
C721,TSLA,-10
C957,NVDA,5
C951,FAKE,-10
C330,FAKE,5
C616,AAPL,10
C285,META,5
C480,AMZN,10
C542,MSFT,-10
C878,AMD,20
C290,NVDA,20
C324,GOOGL,5
C321,NVDA,20
C424,AAPL,-10
C525,GOOGL,5
C196,AMZN,20
C850,TSLA,-10
C900,INTC,5
C700,FAKE,20
C770,TSLA,-10
C569,GOOGL,10
C986,META,20
C751,NFLX,10
C201,META,5
C360,INTC,-10
C304,AAPL,5
C982,FAKE,20
C715,AAPL,5
C163,AMD,20
C84,AAPL,10
C594,INTC,10
C618,GOOGL,5
C239,FAKE,-10
C873,TSLA,-10
C577,FAKE,-10
C842,META,20
C351,TSLA,-10
C695,NVDA,10
C437,TSLA,10
C510,AAPL,5
C140,MSFT,20
C615,FAKE,20
C97,META,10
C28,GOOGL,5
C424,TSLA,-10
C674,MSFT,20
C917,MSFT,20
C516,META,20
C767,AAPL,20
C4,GOOGL,5
C370,AMD,10
C219,AAPL,5
C805,NVDA,10
C566,AMD,5
C848,AAPL,-10
C630,AAPL,10
C77,NVDA,10
C759,FAKE,-10
C497,AMZN,20
C408,AMD,-10
C550,NFLX,-10
C59,AMD,5
C807,GOOGL,20
C1,AAPL,20
C77,GOOGL,-10
C808,AMD,-10
C772,GOOGL,5
C878,NFLX,20
C623,NVDA,5
C283,TSLA,-10
C145,TSLA,5
C616,AMZN,10
C318,TSLA,20
C441,NVDA,20
C315,AMZN,10
C195,AMD,20
C447,TSLA,-10
C917,META,20
C190,NFLX,-10
C800,GOOGL,10
C293,AAPL,10
C854,NVDA,5
C243,META,10
C733,META,20
C696,TSLA,20
C320,INTC,10
C570,GOOGL,10
C201,AAPL,20
C661,TSLA,-10
C585,NFLX,5
C409,FAKE,20
C519,GOOGL,-10
C192,TSLA,-10
C582,NFLX,10
C868,FAKE,10
C446,INTC,10
C205,FAKE,5
C377,NVDA,10
C152,NVDA,5
C902,INTC,10
C164,GOOGL,5
C364,TSLA,5
C453,AMD,20
C450,AMZN,10
C944,TSLA,10
C360,NFLX,-10
C252,GOOGL,20
C280,GOOGL,5
C307,FAKE,5
C462,FAKE,-10
C213,FAKE,20
C360,TSLA,5
C883,NFLX,5
C147,NFLX,20
C111,MSFT,-10
C693,GOOGL,-10
C640,MSFT,20
C148,INTC,20
C235,INTC,20
C282,AMZN,10
C972,AMD,-10
C519,META,5
C843,NVDA,20
C187,META,5
C712,NVDA,20
C480,INTC,5
C790,INTC,5
C44,META,5
C668,AAPL,-10
C918,AMD,10
C129,MSFT,20
C406,META,-10
C162,NFLX,10
C389,META,-10
C480,AAPL,10
C947,MSFT,10
C700,AAPL,-10
C622,MSFT,5
C87,FAKE,5
C313,AAPL,20
C885,FAKE,-10
C700,META,5
C748,META,10
C454,AAPL,10
C606,TSLA,-10
C24,NVDA,20
C580,AAPL,20
C729,TSLA,10
C59,NVDA,10
C310,GOOGL,-10
C173,INTC,5
C234,NFLX,20
C306,AMZN,5
C909,TSLA,20
C195,MSFT,-10
C26,AMD,5
C397,NVDA,20
C250,NVDA,20
C378,AAPL,10
C353,GOOGL,5
C442,GOOGL,-10
C111,AMZN,5
C767,NFLX,20
C435,GOOGL,10
C456,AAPL,-10
C508,FAKE,10
C160,MSFT,-10
C142,AMD,5
C377,MSFT,20
C950,AMZN,5
C90,TSLA,5
C981,GOOGL,-10
C684,GOOGL,5
C481,TSLA,-10
C518,GOOGL,-10
C365,AMZN,10
C640,META,10
C872,AMZN,-10
C128,TSLA,10
C534,AMZN,5
C237,MSFT,-10
C399,GOOGL,20
C427,AMZN,-10
C519,AMZN,20
C199,MSFT,5
C334,AAPL,5
C596,TSLA,-10
C459,TSLA,10
C892,AMD,-10
C260,AMZN,20
C63,AMZN,20
C10,INTC,20
C596,FAKE,10
C258,NFLX,5
C3,FAKE,5
C594,AAPL,5
C319,META,20
C406,TSLA,20
C893,INTC,20
C817,FAKE,5
C167,META,-10
C452,MSFT,10
C59,META,5
C472,AMZN,5
C550,GOOGL,20
C924,INTC,10
C63,NFLX,5
C585,TSLA,10
C716,AMD,20
C590,TSLA,-10
C778,AMD,5
C95,NFLX,20
C673,AMZN,5
C205,MSFT,20
C569,MSFT,20
C411,NVDA,5
C328,GOOGL,-10
C581,NFLX,5
C769,NFLX,5
C110,AMZN,5
C810,FAKE,-10
C744,META,5
C456,AMZN,5
C627,AAPL,5
C552,GOOGL,5
C546,FAKE,5
C439,NVDA,5
C344,AAPL,5
C53,NVDA,-10
C323,INTC,5
C572,NFLX,-10
C846,FAKE,20
C496,META,5
C111,AMZN,20
C46,MSFT,-10
C353,MSFT,-10
C417,NVDA,10
C500,AAPL,20
C82,GOOGL,20
C308,AMD,10
C860,META,-10
C986,TSLA,20
C190,NFLX,-10
C707,MSFT,-10
C887,MSFT,-10
C223,NFLX,5
C479,AMD,10
C933,INTC,10
C822,FAKE,-10
C822,MSFT,10
C984,AAPL,20
C173,AMZN,20
C996,GOOGL,10
C469,AMZN,5
C599,NVDA,5
C948,AAPL,5
C924,INTC,5
C846,TSLA,20
C385,AMZN,20
C161,TSLA,5
C222,AMZN,20
C5,MSFT,-10
C162,INTC,-10
C684,AMD,20
C377,AAPL,20
C873,INTC,20
C736,TSLA,20
C948,META,-10
C958,AMD,-10
C885,INTC,-10
C9,FAKE,20
C594,TSLA,5
C268,AMZN,-10
C527,TSLA,-10
C321,MSFT,-10
C646,TSLA,-10
C700,META,10
C725,INTC,-10
C479,NVDA,10
C569,NVDA,10
C430,NVDA,-10
C438,AAPL,20
C230,FAKE,5
C705,AMZN,5
C622,NFLX,20
C544,GOOGL,5
C624,AMZN,5
C747,MSFT,20
C107,NVDA,20
C27,FAKE,20
C781,NVDA,20
C643,GOOGL,-10
C5,AMZN,10
C101,FAKE,10
C515,MSFT,5
C17,META,10
C239,AMZN,5
C588,NFLX,-10
C628,FAKE,10
C740,GOOGL,-10
C674,MSFT,-10
C889,AMD,5
C385,AMD,5
C842,GOOGL,-10
C387,MSFT,20
C753,AMZN,20
C232,META,10
C419,FAKE,5
C158,GOOGL,5
C538,NVDA,5
C547,AMD,20
C468,NFLX,-10
C934,AAPL,10
C152,AAPL,-10
C671,TSLA,-10
C68,AMD,5
C342,INTC,-10
C247,AMD,20
C994,AMZN,-10
C775,AMD,-10
C447,GOOGL,10
C377,MSFT,20
C925,FAKE,5
C629,AMD,20
C554,NVDA,5
C577,MSFT,10
C854,FAKE,20
C394,META,-10
C28,AMD,5
C245,MSFT,10
C322,INTC,20
C997,AMZN,10
C686,GOOGL,5
C963,META,-10
C742,NVDA,10
C295,AMD,5
C181,MSFT,20
C607,GOOGL,-10
C886,INTC,5
C813,INTC,20
C394,GOOGL,5
C80,AMZN,10
C864,FAKE,5
C276,MSFT,10
C871,AAPL,10
C215,GOOGL,20
C348,INTC,-10
C231,AAPL,20
C171,GOOGL,-10
C616,AMZN,5
C621,NVDA,20
C939,META,10
C302,AMZN,20
C714,AMD,5
C388,NVDA,5
C579,FAKE,20
C713,MSFT,-10
C870,NFLX,10
C258,AMD,20
C649,META,10
C120,TSLA,5
C36,GOOGL,20
C472,MSFT,10
C799,AMD,-10
C491,FAKE,5
C652,AMZN,20
C890,AMD,-10
C939,GOOGL,10
C156,AAPL,-10
C769,INTC,-10
C75,AMZN,20
C513,META,5
C227,AMZN,-10
C298,TSLA,5
C647,NFLX,-10
C828,MSFT,10
C722,NVDA,10
C333,AMD,20
C95,META,-10
C366,GOOGL,-10
C261,META,10
C552,AMZN,5
C842,AMZN,10
C675,TSLA,5
C989,NVDA,-10
C488,INTC,5
C713,NFLX,10
C93,INTC,10
C799,AAPL,-10
C451,TSLA,20
C549,AAPL,-10
C994,FAKE,-10
C948,META,-10
C458,MSFT,-10
C32,NVDA,10
C442,META,-10
C806,TSLA,10
C151,AMZN,10
C418,META,10
C247,INTC,10
C819,AMD,5
C86,META,20
C154,META,10
C503,META,5
C746,GOOGL,10
C111,AMD,20
C423,META,-10
C131,GOOGL,-10
C173,GOOGL,20
C329,AMZN,5
C109,FAKE,5
C195,GOOGL,10
C471,FAKE,5
C869,AMZN,10
C422,META,-10
C786,MSFT,5
C133,AMD,5
C826,GOOGL,10
C498,FAKE,5
C574,AMZN,10
C53,NVDA,-10
C643,INTC,10
C105,AMD,20
C623,NFLX,10
C875,AMZN,5
C554,INTC,5
C587,NVDA,5
C147,INTC,5
C899,TSLA,10
C444,META,5
C988,FAKE,5
C475,MSFT,20
C366,INTC,10
C200,AMD,10
C671,AMD,-10
C932,TSLA,5
C188,NFLX,10
C970,NFLX,20
C516,META,-10
C844,AMD,10
C917,NFLX,20
C857,TSLA,-10
C936,AAPL,5
C230,INTC,10
C371,META,10
C644,AAPL,-10
C298,FAKE,-10
C42,GOOGL,10
C652,MSFT,-10
C2,MSFT,10
C183,FAKE,5
C744,GOOGL,10
C477,META,-10
C17,NFLX,5
C685,AMD,20
C285,TSLA,10
C665,AMZN,5
C458,AMZN,10
C351,INTC,-10
C447,AAPL,5
C69,NFLX,-10
C423,TSLA,20
C549,AMD,5
C74,GOOGL,10
C33,INTC,5
C885,AMD,20
C590,MSFT,5
C661,TSLA,10
C236,FAKE,5
C617,MSFT,5
C569,AMZN,5
C884,AMZN,10
C17,NVDA,20
C457,AMZN,-10
C986,MSFT,5
C742,MSFT,5
C135,MSFT,-10
C650,MSFT,20
C639,FAKE,5
C854,NVDA,10
C443,AAPL,-10
C408,META,10
C63,TSLA,-10
C593,FAKE,20
C102,NVDA,10
C938,FAKE,20
C924,FAKE,-10
C237,MSFT,5
C680,NVDA,5
C530,AMD,20
C945,NVDA,20
C181,NVDA,-10
C886,FAKE,-10
C93,INTC,20
C942,GOOGL,5
C396,NVDA,-10
C812,MSFT,5
C791,MSFT,-10
C231,MSFT,10
C89,NVDA,-10
C71,TSLA,10
C624,NVDA,-10
C751,NVDA,20
C314,AMD,20
C375,NFLX,10
C301,MSFT,20
C382,TSLA,-10
C832,GOOGL,5
C59,AMD,5
C455,AMD,10
C439,GOOGL,10
C694,NVDA,5
C488,AAPL,-10
C114,GOOGL,10
C404,AMD,5
C760,META,20
C108,NFLX,10
C604,GOOGL,20
C971,META,20
C681,TSLA,5
C795,NVDA,-10
C83,AMD,5
C727,META,10
C85,AMZN,10
C625,FAKE,-10
C706,META,-10
C385,NVDA,5
C707,MSFT,-10
C328,AMD,10
C973,META,-10
C472,AAPL,20
C684,GOOGL,5
C306,NVDA,5
C275,AMD,10
C310,META,20
C767,META,-10
C636,META,-10
C160,TSLA,-10
C876,INTC,5
C588,INTC,10
C398,GOOGL,20
C616,TSLA,20
C417,AMD,5
C957,FAKE,5
C889,NVDA,20
C831,MSFT,20
C641,TSLA,20
C976,FAKE,-10
C744,NVDA,10
C333,AMZN,-10
C295,AAPL,-10
C718,META,10
C820,AMZN,20
C283,NFLX,10
C76,NVDA,-10
C622,INTC,5
C45,GOOGL,20
C575,GOOGL,20
C178,NVDA,5
C335,TSLA,10
C692,AMZN,-10
C105,FAKE,20
C811,TSLA,20
C91,AMZN,-10
C877,MSFT,10
C30,AMZN,20
C754,TSLA,20
C653,META,5
C807,INTC,10
C431,INTC,-10
